Sectores de actividad CNAE 2009;Tiempo de trabajo;Periodo;Total
Servicios;Horas no trabajadas por fiestas;2003T4;7
Servicios;Horas no trabajadas por fiestas;2003T3;3,4
Servicios;Horas no trabajadas por fiestas;2003T2;8,6
Servicios;Horas no trabajadas por fiestas;2003T1;6
Servicios;Horas no trabajadas por fiestas;2002T4;9
Servicios;Horas no trabajadas por fiestas;2002T3;3,5
Servicios;Horas no trabajadas por fiestas;2002T2;5,1
Servicios;Horas no trabajadas por fiestas;2002T1;8,3
Servicios;Horas no trabajadas por fiestas;2001T4;10,7
Servicios;Horas no trabajadas por fiestas;2001T3;3,4
Servicios;Horas no trabajadas por fiestas;2001T2;8,1
Servicios;Horas no trabajadas por fiestas;2001T1;3,9
Servicios;Horas no trabajadas por fiestas;2000T4;10
Servicios;Horas no trabajadas por fiestas;2000T3;3,8
Servicios;Horas no trabajadas por fiestas;2000T2;8,2
Servicios;Horas no trabajadas por fiestas;2000T1;3,5
Servicios;Horas no trabajadas por I.T;2007T4;5,3
Servicios;Horas no trabajadas por I.T;2007T3;5
Servicios;Horas no trabajadas por I.T;2007T2;5,5
Servicios;Horas no trabajadas por I.T;2007T1;5,9
Servicios;Horas no trabajadas por I.T;2006T4;5,3
Servicios;Horas no trabajadas por I.T;2006T3;4,9
Servicios;Horas no trabajadas por I.T;2006T2;5,6
Servicios;Horas no trabajadas por I.T;2006T1;5,8
Servicios;Horas no trabajadas por I.T;2005T4;5,1
Servicios;Horas no trabajadas por I.T;2005T3;4,7
Servicios;Horas no trabajadas por I.T;2005T2;5,4
Servicios;Horas no trabajadas por I.T;2005T1;5,6
Servicios;Horas no trabajadas por I.T;2004T4;5,1
Servicios;Horas no trabajadas por I.T;2004T3;4,8
Servicios;Horas no trabajadas por I.T;2004T2;5,3
Servicios;Horas no trabajadas por I.T;2004T1;5,1
Servicios;Horas no trabajadas por I.T;2003T4;4,8
Servicios;Horas no trabajadas por I.T;2003T3;4,4
Servicios;Horas no trabajadas por I.T;2003T2;4,9
Servicios;Horas no trabajadas por I.T;2003T1;4,7
Servicios;Horas no trabajadas por I.T;2002T4;4,5
Servicios;Horas no trabajadas por I.T;2002T3;4,1
Servicios;Horas no trabajadas por I.T;2002T2;4,7
Servicios;Horas no trabajadas por I.T;2002T1;4,9
Servicios;Horas no trabajadas por I.T;2001T4;4,1
Servicios;Horas no trabajadas por I.T;2001T3;3,9
Servicios;Horas no trabajadas por I.T;2001T2;4,3
Servicios;Horas no trabajadas por I.T;2001T1;4
Servicios;Horas no trabajadas por I.T;2000T4;3,8
Servicios;Horas no trabajadas por I.T;2000T3;3,5
Servicios;Horas no trabajadas por I.T;2000T2;3,9
Servicios;Horas no trabajadas por I.T;2000T1;4,1
Servicios;Horas no trabajadas por maternidad;2007T4;0,9
Servicios;Horas no trabajadas por maternidad;2007T3;0,9
Servicios;Horas no trabajadas por maternidad;2007T2;0,8
Servicios;Horas no trabajadas por maternidad;2007T1;0,8
Servicios;Horas no trabajadas por maternidad;2006T4;0,8
Servicios;Horas no trabajadas por maternidad;2006T3;0,8
Servicios;Horas no trabajadas por maternidad;2006T2;0,7
Servicios;Horas no trabajadas por maternidad;2006T1;0,7
Servicios;Horas no trabajadas por maternidad;2005T4;0,6
Servicios;Horas no trabajadas por maternidad;2005T3;0,7
Servicios;Horas no trabajadas por maternidad;2005T2;0,7
Servicios;Horas no trabajadas por maternidad;2005T1;0,7
Servicios;Horas no trabajadas por maternidad;2004T4;0,8
Servicios;Horas no trabajadas por maternidad;2004T3;0,7
Servicios;Horas no trabajadas por maternidad;2004T2;0,6
Servicios;Horas no trabajadas por maternidad;2004T1;0,7
Servicios;Horas no trabajadas por maternidad;2003T4;0,7
Servicios;Horas no trabajadas por maternidad;2003T3;0,7
Servicios;Horas no trabajadas por maternidad;2003T2;0,6
Servicios;Horas no trabajadas por maternidad;2003T1;0,6
Servicios;Horas no trabajadas por maternidad;2002T4;0,7
Servicios;Horas no trabajadas por maternidad;2002T3;0,6
Servicios;Horas no trabajadas por maternidad;2002T2;0,6
Servicios;Horas no trabajadas por maternidad;2002T1;0,6
Servicios;Horas no trabajadas por maternidad;2001T4;0,6
Servicios;Horas no trabajadas por maternidad;2001T3;0,6
Servicios;Horas no trabajadas por maternidad;2001T2;0,6
Servicios;Horas no trabajadas por maternidad;2001T1;0,6
Servicios;Horas no trabajadas por maternidad;2000T4;0,5
Servicios;Horas no trabajadas por maternidad;2000T3;0,4
Servicios;Horas no trabajadas por maternidad;2000T2;0,5
Servicios;Horas no trabajadas por maternidad;2000T1;0,5
Servicios;Horas no trabajadas por permisos remunerados;2007T4;0,5
Servicios;Horas no trabajadas por permisos remunerados;2007T3;0,4
Servicios;Horas no trabajadas por permisos remunerados;2007T2;0,4
Servicios;Horas no trabajadas por permisos remunerados;2007T1;0,4
Servicios;Horas no trabajadas por permisos remunerados;2006T4;0,4
Servicios;Horas no trabajadas por permisos remunerados;2006T3;0,3
Servicios;Horas no trabajadas por permisos remunerados;2006T2;0,4
Servicios;Horas no trabajadas por permisos remunerados;2006T1;0,4
Servicios;Horas no trabajadas por permisos remunerados;2005T4;0,4
Servicios;Horas no trabajadas por permisos remunerados;2005T3;0,3
Servicios;Horas no trabajadas por permisos remunerados;2005T2;0,3
Servicios;Horas no trabajadas por permisos remunerados;2005T1;0,4
Servicios;Horas no trabajadas por permisos remunerados;2004T4;0,4
Servicios;Horas no trabajadas por permisos remunerados;2004T3;0,2
Servicios;Horas no trabajadas por permisos remunerados;2004T2;0,3
Servicios;Horas no trabajadas por permisos remunerados;2004T1;0,3
Servicios;Horas no trabajadas por permisos remunerados;2003T4;0,4
Servicios;Horas no trabajadas por permisos remunerados;2003T3;0,3
Servicios;Horas no trabajadas por permisos remunerados;2003T2;0,3
Servicios;Horas no trabajadas por permisos remunerados;2003T1;0,3
Servicios;Horas no trabajadas por permisos remunerados;2002T4;0,3
Servicios;Horas no trabajadas por permisos remunerados;2002T3;0,2
Servicios;Horas no trabajadas por permisos remunerados;2002T2;0,3
Servicios;Horas no trabajadas por permisos remunerados;2002T1;0,3
Servicios;Horas no trabajadas por permisos remunerados;2001T4;0,3
Servicios;Horas no trabajadas por permisos remunerados;2001T3;0,2
Servicios;Horas no trabajadas por permisos remunerados;2001T2;0,3
Servicios;Horas no trabajadas por permisos remunerados;2001T1;0,3
Servicios;Horas no trabajadas por permisos remunerados;2000T4;0,3
Servicios;Horas no trabajadas por permisos remunerados;2000T3;0,3
Servicios;Horas no trabajadas por permisos remunerados;2000T2;0,3
Servicios;Horas no trabajadas por permisos remunerados;2000T1;0,3
Servicios;Horas no trabajadas por razones técnicas o económicas;2007T4;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2007T3;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2007T2;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2007T1;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2006T4;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2006T3;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2006T2;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2006T1;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2005T4;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2005T3;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2005T2;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2005T1;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2004T4;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2004T3;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2004T2;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2004T1;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2003T4;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2003T3;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2003T2;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2003T1;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2002T4;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2002T3;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2002T2;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2002T1;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2001T4;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2001T3;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2001T2;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2001T1;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2000T4;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2000T3;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2000T2;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2000T1;0
Servicios;Horas no trabajadas por compensación horas extras;2007T4;0
Servicios;Horas no trabajadas por compensación horas extras;2007T3;0
Servicios;Horas no trabajadas por compensación horas extras;2007T2;0
Servicios;Horas no trabajadas por compensación horas extras;2007T1;0
Servicios;Horas no trabajadas por compensación horas extras;2006T4;0
Servicios;Horas no trabajadas por compensación horas extras;2006T3;0
Servicios;Horas no trabajadas por compensación horas extras;2006T2;0
Servicios;Horas no trabajadas por compensación horas extras;2006T1;0
Servicios;Horas no trabajadas por compensación horas extras;2005T4;0
Servicios;Horas no trabajadas por compensación horas extras;2005T3;0
Servicios;Horas no trabajadas por compensación horas extras;2005T2;0
Servicios;Horas no trabajadas por compensación horas extras;2005T1;0
Servicios;Horas no trabajadas por compensación horas extras;2004T4;0
Servicios;Horas no trabajadas por compensación horas extras;2004T3;0
Servicios;Horas no trabajadas por compensación horas extras;2004T2;0
Servicios;Horas no trabajadas por compensación horas extras;2004T1;0
Servicios;Horas no trabajadas por compensación horas extras;2003T4;0
Servicios;Horas no trabajadas por compensación horas extras;2003T3;0
Servicios;Horas no trabajadas por compensación horas extras;2003T2;0
Servicios;Horas no trabajadas por compensación horas extras;2003T1;0
Servicios;Horas no trabajadas por compensación horas extras;2002T4;0
Servicios;Horas no trabajadas por compensación horas extras;2002T3;0
Servicios;Horas no trabajadas por compensación horas extras;2002T2;0
Servicios;Horas no trabajadas por compensación horas extras;2002T1;0
Servicios;Horas no trabajadas por compensación horas extras;2001T4;0
Servicios;Horas no trabajadas por compensación horas extras;2001T3;0
Servicios;Horas no trabajadas por compensación horas extras;2001T2;0
Servicios;Horas no trabajadas por compensación horas extras;2001T1;0
Servicios;Horas no trabajadas por compensación horas extras;2000T4;0
Servicios;Horas no trabajadas por compensación horas extras;2000T3;0
Servicios;Horas no trabajadas por compensación horas extras;2000T2;0
Servicios;Horas no trabajadas por compensación horas extras;2000T1;0
Servicios;Otras horas no trabajadas y remuneradas;2007T4;0,3
Servicios;Otras horas no trabajadas y remuneradas;2007T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2007T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2007T1;0,3
Servicios;Otras horas no trabajadas y remuneradas;2006T4;0,3
Servicios;Otras horas no trabajadas y remuneradas;2006T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2006T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2006T1;0,3
Servicios;Otras horas no trabajadas y remuneradas;2005T4;0,2
Servicios;Otras horas no trabajadas y remuneradas;2005T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2005T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2005T1;0,2
Servicios;Otras horas no trabajadas y remuneradas;2004T4;0,2
Servicios;Otras horas no trabajadas y remuneradas;2004T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2004T2;0,2
Servicios;Otras horas no trabajadas y remuneradas;2004T1;0,2
Servicios;Otras horas no trabajadas y remuneradas;2003T4;0,2
Servicios;Otras horas no trabajadas y remuneradas;2003T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2003T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2003T1;0,2
Servicios;Otras horas no trabajadas y remuneradas;2002T4;0,2
Servicios;Otras horas no trabajadas y remuneradas;2002T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2002T2;0,2
Servicios;Otras horas no trabajadas y remuneradas;2002T1;0,2
Servicios;Otras horas no trabajadas y remuneradas;2001T4;0,2
Servicios;Otras horas no trabajadas y remuneradas;2001T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2001T2;0,2
Servicios;Otras horas no trabajadas y remuneradas;2001T1;0,2
Servicios;Otras horas no trabajadas y remuneradas;2000T4;0,2
Servicios;Otras horas no trabajadas y remuneradas;2000T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2000T2;0,2
Servicios;Otras horas no trabajadas y remuneradas;2000T1;0,3
Servicios;Horas perdidas en el lugar de trabajo;2007T4;0
Servicios;Horas perdidas en el lugar de trabajo;2007T3;0
Servicios;Horas perdidas en el lugar de trabajo;2007T2;0
Servicios;Horas perdidas en el lugar de trabajo;2007T1;0
Servicios;Horas perdidas en el lugar de trabajo;2006T4;0
Servicios;Horas perdidas en el lugar de trabajo;2006T3;0
Servicios;Horas perdidas en el lugar de trabajo;2006T2;0
Servicios;Horas perdidas en el lugar de trabajo;2006T1;0
Servicios;Horas perdidas en el lugar de trabajo;2005T4;0
Servicios;Horas perdidas en el lugar de trabajo;2005T3;0
Servicios;Horas perdidas en el lugar de trabajo;2005T2;0
Servicios;Horas perdidas en el lugar de trabajo;2005T1;0
Servicios;Horas perdidas en el lugar de trabajo;2004T4;0
Servicios;Horas perdidas en el lugar de trabajo;2004T3;0
Servicios;Horas perdidas en el lugar de trabajo;2004T2;0
Servicios;Horas perdidas en el lugar de trabajo;2004T1;0
Servicios;Horas perdidas en el lugar de trabajo;2003T4;0
Servicios;Horas perdidas en el lugar de trabajo;2003T3;0
Servicios;Horas perdidas en el lugar de trabajo;2003T2;0
Servicios;Horas perdidas en el lugar de trabajo;2003T1;0
Servicios;Horas perdidas en el lugar de trabajo;2002T4;0
Servicios;Horas perdidas en el lugar de trabajo;2002T3;0
Servicios;Horas perdidas en el lugar de trabajo;2002T2;0
Servicios;Horas perdidas en el lugar de trabajo;2002T1;0
Servicios;Horas perdidas en el lugar de trabajo;2001T4;0
Servicios;Horas perdidas en el lugar de trabajo;2001T3;0
Servicios;Horas perdidas en el lugar de trabajo;2001T2;0
Servicios;Horas perdidas en el lugar de trabajo;2001T1;0
Servicios;Horas perdidas en el lugar de trabajo;2000T4;0
Servicios;Horas perdidas en el lugar de trabajo;2000T3;0
Servicios;Horas perdidas en el lugar de trabajo;2000T2;0,1
Servicios;Horas perdidas en el lugar de trabajo;2000T1;0,1
Servicios;Horas no trabajadas por conflictividad laboral;2007T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2007T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2007T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2007T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2006T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2006T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2006T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2006T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2005T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2005T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2005T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2005T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2004T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2004T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2004T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2004T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2003T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2003T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2003T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2003T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2002T4;0
